bin_no,house_no,street_name,job_no,zip_code,job_start_date,latitude,longitude,subway_count_tenth_mi,subway_count_half_mi,subway_count_one_mi,subway_count_two_five_mi,hist_dist_name,park_count_tenth_mi,park_count_half_mi,park_count_one_mi,park_count_two_five_mi,closest_park,name_closest_park,complaints2014_15,complaints2015_16,complaints2016_17,complaints2017_18,complaints2018_19,complaints2019_20,total_complaints,borough_BROOKLYN,borough_MANHATTAN,borough_QUEENS,borough_STATEN ISLAND,owners_business_type_CORPORATION,owners_business_type_HPD,owners_business_type_INDIVIDUAL,owners_business_type_NYC AGENCY,owners_business_type_NYCHA/HHC,owners_business_type_OTHER,owners_business_type_OTHER GOV'T AGENCY,owners_business_type_PARTNERSHIP,non-profit_Y,in_hist_dist_1
3256856,2848,WEST 15TH STREET,321559817,11224,2017-12-15,40.578025,-73.982883,0,7,18,63,none,0,15,32,66,0.1033595619031535,Neptune Playground,89,82,75,99,94,88,527,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2129171,985,BRUCKNER BOULEVARD,220152849,10459,2017-12-15,40.819841,-73.891062,3,15,36,142,none,1,24,70,321,0.0392504935480461,Monsignor Raul Del Valle Square,336,276,235,224,271,207,1549,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3249430,40,BEACON COURT,321194603,11229,2017-12-18,40.587903,-73.920845,0,0,0,12,none,1,2,5,47,0.0531742283398858,Marine Park,23,11,13,14,7,6,74,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4607363,1881,STARR STREET,421226024,11385,2017-12-18,40.710949,-73.917226,0,9,26,134,none,1,3,18,276,0.0547733440546877,Starr Playground,34,24,33,28,20,20,159,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3424689,317A,STATE STREET,321578164,11217,2017-12-18,40.688221,-73.986064,1,52,91,329,none,0,13,75,366,0.2090381825165237,Nicholas Naquan Heyward Jr. Park,144,151,178,173,190,148,984,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3424439,219,SOUTH 3RD STREET,321542666,11211,2017-12-19,40.711141,-73.958732,0,18,36,290,none,4,33,68,387,0.0478586542322729,La Guardia Playground,173,203,143,166,186,136,1007,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4618771,98-37,CORONA AVENUE,421317337,11368,2017-12-19,40.745054,-73.863963,0,9,27,82,none,0,11,42,147,0.1327654920839304,Josephine Caminiti Playground,53,68,59,74,69,70,393,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4618770,98-39,CORONA AVE,421317765,11368,2017-12-19,40.745029,-73.863912,0,9,27,82,none,0,11,42,148,0.1296818468038563,Josephine Caminiti Playground,53,68,59,74,69,70,393,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4206340,88-20,139 STREET,421536332,11435,2017-12-19,40.703497,-73.813843,0,13,35,96,none,0,7,22,101,0.1146225636644676,Park,76,80,76,56,57,68,413,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4206341,88-24,139 STREET,421536341,11435,2017-12-19,40.703477,-73.813829,0,13,35,96,none,0,7,22,101,0.1152494988847769,Park,76,80,76,56,57,68,413,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2129027,1560,BOONE AVENUE,220152876,10460,2017-12-19,40.833153,-73.885013,0,12,32,151,none,2,22,83,324,0.0714646112279208,Starlight Park,22,46,29,55,82,112,346,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1089891,180,BROOME STREET,121191110,10002,2017-12-21,40.716868,-73.986065,0,17,56,486,none,0,49,117,362,0.1452587235429011,Nathan Straus Playground,276,281,258,326,375,407,1923,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2128675,1082,WOODYCREST AVENUE,220589227,10452,2017-12-20,40.834446,-73.92659,0,16,55,237,none,3,23,102,405,0.0056078512894043,Nelson Playground,197,207,206,203,168,173,1154,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5054567,822,NUGENT AVE,520135817,10306,2017-12-20,40.574238,-74.095013,0,0,5,17,none,0,4,9,45,0.1329126844652951,Midland Field,25,26,16,15,21,14,117,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4615021,33-41,109 STREET,421405205,11368,2017-12-20,40.757233,-73.860137,0,3,16,69,none,2,11,30,133,0.0475244824847117,Mall Thirty Four XXXIV,70,70,72,95,78,65,450,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3425725,900,MADISON STREET,321427997,11221,2017-12-20,40.688017,-73.921815,0,5,27,185,none,1,18,76,330,0.0053252984985861,Madison Community Greenthumb,154,145,149,129,152,166,895,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3424687,315A,STATE STREET,321578146,11217,2017-12-20,40.688243,-73.986121,1,52,91,329,none,0,14,75,365,0.2090322347565127,Nicholas Naquan Heyward Jr. Park,144,151,178,173,190,148,984,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4615164,20-52,49 STREET,421458924,11105,2017-12-20,40.771493,-73.89707,0,0,4,80,none,1,8,24,172,0.0519275799762773,Paul Raimonda Playground,14,9,12,8,9,16,68,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5169141,68,WEST CEDARVIEW AVENUE,520270536,10306,2017-12-21,40.56692,-74.136427,0,0,5,16,none,0,3,12,39,0.2445544883762978,Willowbrook Parkway,1,0,4,0,4,2,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5169140,66,WEST CEDARVIEW AVENUE,520270545,10306,2017-12-21,40.566821,-74.136221,0,0,5,16,none,0,3,12,39,0.2323931389941829,Willowbrook Parkway,2,1,6,2,5,2,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4615278,108-34,53 AVENUE,421422954,11368,2017-12-21,40.742999,-73.853274,0,0,13,85,none,0,13,29,143,0.107505652162664,William F Moore Park,62,60,48,65,62,42,339,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4614912,104-42,164 STREET,421361680,11433,2017-12-21,40.699609,-73.792406,0,5,28,75,none,0,9,24,94,0.2044722080984868,Ashmead Park,121,109,75,45,60,48,458,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4615152,128-38,INWOOD STREET,421433540,11436,2017-12-21,40.671671,-73.793049,0,0,0,29,none,0,5,12,71,0.1904096103055171,Hilton Holiday Gardens,29,26,13,28,44,34,174,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1090729,231,EAST 123 STREET,121193617,10035,2017-12-21,40.802059,-73.935949,0,9,38,221,none,1,40,107,324,0.049250546379645,Detective Omar Edwards Park,398,401,347,316,348,284,2094,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4296558,102-01,164 ROAD,420663053,11414,2017-12-22,40.651725,-73.827902,0,0,4,21,none,0,1,6,54,0.2708990866454829,Park,11,10,17,13,9,7,67,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3075360,1178,GREENE AVENUE,321186756,11221,2017-12-22,40.694835,-73.922666,0,8,33,173,none,0,15,60,325,0.1955188798708383,Goodwin Gardens,45,68,68,59,45,57,342,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2129281,2744,MATTHEWS AVENUE,220607877,10467,2017-12-22,40.866221,-73.862544,0,4,15,94,none,1,8,17,164,0.0458403296490232,Boston Garden,142,136,125,120,119,118,760,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4620265,43-12,HUNTER STREET,420659530,11101,2017-12-22,40.748103,-73.94206,0,27,54,279,none,1,7,18,234,0.0708039981967874,Rafferty Triangle,31,33,27,46,46,65,248,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3425415,17,STANTON RD,321184589,11235,2017-12-22,40.58506,-73.936553,0,0,2,39,none,1,8,12,59,0.0449615673740708,Belt Parkway/Shore Parkway,33,29,35,22,19,17,155,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4302577,564,BEACH 65 STREET,420662777,11692,2017-12-22,40.596304,-73.794517,0,8,8,32,none,0,10,18,47,0.1138541891436629,Thursby Basin Park,24,21,34,20,33,28,160,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4617267,30-67,31ST STREET,421375274,11102,2017-12-22,40.765507,-73.922504,0,11,26,164,none,0,10,32,206,0.1052400107670661,Athens Square,52,38,54,55,45,40,284,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3426485,435,WILSON AVENUE,321581221,11221,2017-12-22,40.693907,-73.913763,0,7,35,161,none,1,9,53,315,0.0579999336471264,Madison Square Garden Association,87,71,101,105,93,79,536,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1090723,284,W 127 ST,122189782,10027,2017-12-22,40.811337,-73.949902,1,14,57,209,none,4,36,98,286,0.0482701090123035,CEP Community Garden,239,266,230,221,182,208,1346,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3424691,319A,STATE STREET,321578182,11217,2017-12-26,40.688199,-73.986002,2,52,91,329,none,0,13,74,366,0.2091427048077211,Nicholas Naquan Heyward Jr. Park,142,150,174,167,187,143,963,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4467241,10,THETFORD LANE,420659914,11697,2017-12-26,40.55927,-73.911429,0,0,0,0,none,0,0,0,10,1.3741556331245677,Marine Park,11,9,3,5,6,5,39,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3424877,187,JOHNSON AVENUE,321514161,11206,2017-12-28,40.706671,-73.942388,0,19,47,163,none,0,23,84,345,0.1083936981033023,Sunshine Community Garden,114,128,157,135,148,114,796,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2129363,228,EAST 135 STREET,220475322,10451,2017-12-26,40.809881,-73.930252,0,10,46,212,none,0,31,99,373,0.1374785711897763,La Finca del Sur Community Garden,41,47,32,22,71,61,274,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3424686,313,STATE STREET,321578119,11217,2017-12-26,40.688265,-73.986179,1,52,91,329,none,0,13,75,364,0.2090065720900403,Nicholas Naquan Heyward Jr. Park,144,151,178,173,190,148,984,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3424690,317,STATE STREET,321578155,11217,2017-12-26,40.688221,-73.986064,1,52,91,329,none,0,13,75,366,0.2090381825165237,Nicholas Naquan Heyward Jr. Park,144,151,178,173,190,148,984,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3424688,315,STATE STREET,321578137,11217,2017-12-26,40.688243,-73.986121,1,52,91,329,none,0,14,75,365,0.2090322347565127,Nicholas Naquan Heyward Jr. Park,144,151,178,173,190,148,984,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3425052,567,OCEAN PARKWAY,321478664,11218,2017-12-26,40.63467,-73.972448,0,7,26,145,none,1,5,20,119,0.0055610732733705,Ocean Parkway Malls,37,32,30,44,51,35,229,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4297270,15,EAST 6TH ROAD,420659861,11693,2017-12-26,40.609463,-73.818708,0,1,1,21,none,2,5,9,40,0.042965835185823,Broad Channel Veteran's Park,8,13,20,17,22,9,89,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4302737,456,BEACH 64 STREET,420662651,11692,2017-12-27,40.594172,-73.793364,0,8,12,32,none,2,11,18,47,0.0571280547401473,Almeda Playground,24,41,59,34,24,61,243,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4466516,111,OCEANSIDE AVENUE,420659736,11697,2017-12-27,40.55703,-73.914325,0,0,0,0,none,0,0,0,10,1.4663602574400183,Marine Park,2,5,5,4,3,2,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3831411,502,WILSON AVE.,321188040,11221,2017-12-27,40.692153,-73.910711,0,7,32,167,none,1,11,49,297,0.0332408618037272,Irving Square Park,74,57,75,83,73,79,441,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3009182,208,19TH STREET,321579369,11232,2017-12-29,40.663068,-73.993252,0,5,27,203,none,1,11,34,183,0.0899083516814393,Park,45,29,27,24,28,44,197,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4614911,104-50,164 STREET,421361519,11433,2017-12-27,40.699604,-73.792406,0,5,28,75,none,0,9,24,94,0.204704881419619,Ashmead Park,121,109,75,45,60,48,458,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4617175,134-22,155 STREET,421587580,11434,2019-05-10,40.670617,-73.781239,0,0,0,0,none,0,3,12,66,0.1828287343203408,Belt Parkway,24,22,15,11,14,13,99,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4297502,210,EAST 8 ROAD,420662045,11693,2017-12-28,40.607217,-73.816874,1,1,1,23,none,0,5,11,42,0.1262989089207518,Gene Gray Playground,28,25,46,22,15,24,160,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4297437,211,EAST 8 ROAD,420662250,11693,2017-12-28,40.607234,-73.816877,1,1,1,23,none,0,5,11,42,0.1264730170480368,Gene Gray Playground,29,26,47,24,18,24,168,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4302738,458,BEACH 64 STREET,420662660,11692,2017-12-28,40.594203,-73.793368,0,8,12,32,none,2,11,18,47,0.0570901823062915,Almeda Playground,22,34,42,22,21,56,197,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4302544,522,BEACH 64 STREET,420662492,11692,2017-12-28,40.595743,-73.793522,0,8,10,32,none,1,11,18,46,0.056511521700365,Thursby Basin Park,25,40,39,25,31,43,203,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4302597,517,BEACH 64TH STREET,420662884,11692,2017-12-28,40.595652,-73.793536,0,8,10,32,none,2,11,18,46,0.0577353892292078,Thursby Basin Park,25,32,39,21,29,36,182,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4607921,140-28,BASCOM AVENUE,421343497,11436,2017-12-28,40.673473,-73.799979,0,0,0,47,none,1,8,15,79,0.0702100563790037,Playground One Forty,33,23,26,24,39,40,185,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4302598,515,BEACH 64 STREET,420662553,11692,2017-12-28,40.595625,-73.793533,0,8,10,32,none,2,11,18,46,0.0577224361928502,Thursby Basin Park,25,32,39,21,29,36,182,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5166352,1452,DRUMGOOLE RD WEST,520268282,10312,2017-12-28,40.53624,-74.19262,0,1,6,14,none,3,9,23,45,0.0056878654741314,Richmond Parkway,4,9,11,3,7,7,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2129277,1424,VYSE AVE,220602827,10459,2017-12-28,40.830893,-73.889451,0,10,31,160,none,0,24,94,324,0.1075185750871597,Freeman Garden,92,79,96,98,61,91,517,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3335676,181,NORTH 7 STREET,321482757,11211,2017-12-28,40.717357,-73.956942,4,10,41,280,none,0,28,71,370,0.2109374704339541,Metropolitan Recreation Center,175,142,168,158,127,101,871,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3117403,1544,NOSTRAND AVENUE,321499446,11226,2017-12-28,40.648515,-73.949336,0,9,20,129,none,0,3,17,214,0.2572601582264376,Lott Park,326,337,355,341,312,206,1877,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4302545,526,BEACH 64 STREET,420663017,11692,2017-12-29,40.5958,-73.793529,0,8,10,32,none,1,11,18,46,0.0567783026510761,Thursby Basin Park,29,41,40,27,35,45,217,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3247616,27,LINCOLN TERRACE,321184749,11235,2017-12-29,40.584216,-73.938221,0,0,2,41,none,1,8,13,57,0.0741012596351951,Belt Parkway/Shore Parkway,33,29,25,44,31,26,188,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1090807,139,EAST 23RD STREET,121190969,10010,2018-01-03,40.739388,-73.984429,0,46,166,534,none,0,10,83,308,0.2111142693556781,Madison Square Park,200,189,166,197,181,140,1073,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2128505,220,EAST 178 STREET,220546620,10457,2018-01-03,40.850358,-73.904314,4,17,37,206,none,1,37,106,353,0.0948172193696634,Echo Triangle,268,203,197,182,159,120,1129,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3426536,171,DEVOE STREET,321193436,11211,2018-01-03,40.713874,-73.943529,4,16,51,162,none,1,22,60,347,0.0764133827727961,Memorial Gore,87,79,75,72,96,77,486,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3425215,272,GREENE AVENUE,321482604,11238,2018-01-04,40.687336,-73.960333,0,20,51,253,none,2,21,72,398,0.0611428977198298,Cedar Tree Garden,65,71,45,66,47,60,354,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4297130,30,WEST 15 ROAD,420659898,11693,2018-01-02,40.602423,-73.821205,0,0,1,21,none,2,7,13,39,0.0449705935089605,Park,8,15,13,10,4,12,62,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3248055,14,WEBERS CT,321189959,11235,2018-01-02,40.583634,-73.938884,0,0,2,44,none,1,8,14,58,0.0988341816162283,Belt Parkway/Shore Parkway,21,24,13,28,23,26,135,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4617724,157-11,108 AVE,421520535,11433,2018-01-02,40.694822,-73.795393,0,0,14,79,none,1,7,25,97,0.0128244282728213,Marconi Park,45,57,47,30,35,30,244,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2077919,916,WILCOX AVENUE,220575027,10465,2018-01-02,40.832908,-73.818833,0,0,0,16,none,0,4,12,66,0.3924936051897923,Miele Park,8,8,6,13,12,14,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5144463,85,MC LAUGHLIN STREET,520135835,10305,2018-01-03,40.589644,-74.072845,0,0,2,14,none,1,4,9,43,0.0922717940224566,South Beach Wetlands,9,15,8,14,6,7,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5169289,18,RODERICK  AVENUE,520301423,10305,2018-01-03,40.602643,-74.073331,0,0,3,13,none,0,4,18,64,0.1743916383862701,Staats Circle,9,12,14,14,7,5,61,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5169286,10,RODERICK  AVENUE,520301398,10305,2018-01-03,40.602803,-74.073238,0,0,3,13,none,0,4,18,64,0.1808474810299376,Staats Circle,8,15,17,14,9,10,73,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4297439,207,EAST 8 ROAD,420662125,11693,2018-01-04,40.607234,-73.816895,1,1,1,23,none,0,5,11,42,0.1255569404323914,Gene Gray Playground,29,26,47,24,18,24,168,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2128322,920,WILCOX AVENUE,220575036,10465,2018-01-05,40.832941,-73.818847,0,0,0,16,none,0,4,12,66,0.3912423220389283,Miele Park,8,9,8,13,13,14,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2099353,918,WILCOX AVENUE,220575045,10465,2018-01-05,40.832925,-73.81884,0,0,0,16,none,0,4,12,66,0.3918593524612398,Miele Park,8,9,8,13,13,14,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1090305,301,EAST 80TH STREET,122847241,10075,2018-01-05,40.773983,-73.954443,0,22,42,362,none,0,5,31,241,0.318414715502131,Park Avenue Malls,155,129,162,222,281,286,1235,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3168432,220,BAY 13TH STREET,321553537,11214,2018-01-05,40.605271,-74.010984,0,0,15,91,none,0,4,10,86,0.1175865137994675,Bath Beach Park,17,25,31,16,24,23,136,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3424476,226,BAY 13TH STREET,321553546,11214,2018-01-05,40.605183,-74.011074,0,0,14,91,none,0,4,9,86,0.1122156278415784,Bath Beach Park,16,25,31,12,23,22,129,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4297164,50,WEST 16 ROAD,420662214,11693,2018-01-08,40.601785,-73.821966,0,0,1,21,none,1,7,13,37,0.0036832012479268,Park,3,10,3,6,2,7,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4617736,67-43,73RD PLACE,421552251,11379,2018-01-08,40.711497,-73.879116,0,0,2,84,none,0,5,16,193,0.1869958989650853,Middle Village Veterans Triangle,22,30,20,29,18,34,153,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4297572,14-04,CROSSBAY BOULEVARD,420662036,11693,2018-01-11,40.602907,-73.820058,0,1,1,21,none,1,7,13,40,0.0724145343950868,Broad Channel Park,11,14,14,11,6,13,69,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4125175,45-10,202 STREET,421562017,11361,2018-01-08,40.756871,-73.780742,0,0,0,0,none,0,4,17,80,0.1833556110742931,Mall Forty Two XLII,18,19,10,14,25,19,105,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4617978,143-14,SUTTER AVENUE,421575600,11436,2018-01-08,40.672329,-73.795516,0,0,0,33,none,0,6,12,72,0.170529241073601,Hilton Holiday Gardens,40,33,21,23,28,34,179,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4435203,143-16,SUTTER AVENUE,421575593,11436,2018-01-08,40.672329,-73.795505,0,0,0,33,none,0,6,12,72,0.1705904963034777,Hilton Holiday Gardens,40,33,21,23,28,34,179,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4301460,28-04,DEERFIELD ROAD,420662893,11691,2018-01-09,40.597311,-73.761656,0,7,12,20,none,1,9,24,38,0.0910795446023698,Rockaway Freeway,57,79,62,52,51,82,383,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4607828,149-27,2ND AVENUE,421320519,11357,2018-01-09,40.79947,-73.820737,0,0,0,0,none,0,3,9,78,0.2041096713562707,Francis Lewis Park,2,1,1,6,2,6,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4466031,144,BEDFORD AVENUE,420659932,11697,2018-01-09,40.559175,-73.912919,0,0,0,0,none,0,0,0,11,1.3631900099514105,Marine Park,7,8,4,3,3,0,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4466667,24,ROOSEVELT WALK,420662385,11697,2018-01-09,40.557563,-73.923706,0,0,0,0,none,0,0,0,16,1.316899952319759,Manhattan Beach Park,1,5,1,2,2,1,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1049869,1562,SECOND AVENUE,122143377,10028,2018-02-15,40.774746,-73.954013,0,21,41,360,none,0,5,32,243,0.3126744501224085,Park Avenue Malls,168,151,170,217,270,274,1250,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4311004,16,EAST 6 ROAD,420662919,11693,2018-01-09,40.609449,-73.818715,0,1,1,21,none,2,5,9,40,0.0436827961994335,Broad Channel Veteran's Park,8,13,20,17,22,9,89,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2127129,600,BERGEN AVENUE,220151868,10455,2018-01-09,40.816749,-73.915298,0,12,61,208,none,0,36,87,420,0.1887901041487309,Granja Farm OTF,384,204,209,227,331,278,1633,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3426905,346,RUTLAND RD,321613474,11225,2018-01-09,40.659478,-73.949209,0,4,28,171,none,0,8,21,262,0.1846517529480603,Lincoln Rd Block Association,82,80,84,77,57,67,447,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1090485,171,SUFFOLK STREET,121189711,10002,2018-01-09,40.721248,-73.984942,0,12,75,519,none,7,63,101,361,0.050720471521064,ABC Playground,204,262,276,233,167,192,1334,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5082157,30,ZEPHYR AVENUE,520279289,10312,2018-01-09,40.523406,-74.173343,0,0,0,12,none,1,4,13,41,0.0735299671885992,Blue Heron Park,1,1,2,2,0,8,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3247778,16,STANTON ROAD,321193123,11235,2018-01-09,40.584937,-73.936531,0,0,2,39,none,1,8,12,59,0.0517714364865262,Belt Parkway/Shore Parkway,33,26,35,21,19,17,151,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5174642,188,FREEBORN STREET,520290747,10306,2018-01-09,40.574863,-74.092203,0,0,3,17,none,0,5,9,46,0.2387540194579099,Franklin D. Roosevelt Boardwalk and Beach,22,27,25,15,20,22,131,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5169288,16,RODERICK  AVENUE,520301414,10305,2018-01-10,40.602682,-74.07331,0,0,3,13,none,0,4,18,64,0.175965917798977,Staats Circle,9,12,14,14,7,5,61,0,0,0,1,1,0,0,0,0,0,0,0,0,0
