geotype,borough,geoid,bct2020,pop_20,pop_20p,hhpop_20,hhpop_20p,gq_20,gq_20p,instgq_20,instgq_20p,avhhsz_20,popu18_20,popu18_20p,hsp_20,hsp_20p,wnh_20,wnh_20p,bnh_20,bnh_20p,anh_20,anh_20p,onh_20,onh_20p,nh2pl_20,nh2pl_20p,hunits_20,hunits_20p,ochu_20,ochu_20p,vachu_20,vachu_20p
CT2020,Brooklyn,36047036002,3036002,4203,1.0,"4,186",0.996,17,0.004,1,0.0,1.93,480,0.114,191,0.045,"3,431",0.816,28,0.006999999999999999,353,0.084,23,0.005,177,0.042,2239,1.0,"2,171",0.97,68,0.03
CT2020,Brooklyn,36047036100,3036100,2964,1.0,"2,696",0.91,268,0.09,0,0.0,2.45,659,0.222,592,0.2,137,0.046,"2,014",0.679,41,0.013999999999999999,18,0.006,162,0.055,1167,1.0,"1,101",0.943,66,0.057
CT2020,Brooklyn,36047036200,3036200,4140,1.0,"4,089",0.988,51,0.012,0,0.0,2.88,921,0.222,"1,159",0.28,"1,721",0.41600000000000004,128,0.031,952,0.23,23,0.006,157,0.038,1528,1.0,"1,418",0.9279999999999999,110,0.07200000000000001
CT2020,Brooklyn,36047036300,3036300,5385,1.0,"5,369",0.997,16,0.003,0,0.0,2.65,"1,453",0.27,"1,025",0.19,124,0.023,"3,808",0.7070000000000001,46,0.009000000000000001,82,0.015,300,0.055999999999999994,2127,1.0,"2,024",0.9520000000000001,103,0.048
CT2020,Brooklyn,36047036400,3036400,3006,1.0,"2,981",0.992,25,0.008,0,0.0,2.97,662,0.22,585,0.195,"1,383",0.46,55,0.018000000000000002,830,0.276,33,0.011000000000000001,120,0.04,1070,1.0,"1,004",0.938,66,0.062
CT2020,Brooklyn,36047036501,3036501,2959,1.0,"2,957",0.9990000000000001,2,0.001,0,0.0,2.38,565,0.191,354,0.12,94,0.032,"2,287",0.773,52,0.018000000000000002,21,0.006999999999999999,151,0.051,1297,1.0,"1,241",0.9570000000000001,56,0.043
CT2020,Brooklyn,36047036502,3036502,1902,1.0,"1,454",0.764,448,0.23600000000000002,0,0.0,2.6,390,0.205,552,0.29,113,0.059000000000000004,"1,118",0.588,23,0.012,25,0.013000000000000001,71,0.037000000000000005,626,1.0,560,0.895,66,0.105
CT2020,Brooklyn,36047036600,3036600,4681,1.0,"4,396",0.9390000000000001,285,0.061,285,0.061,2.92,"1,013",0.21600000000000003,"1,053",0.225,"1,889",0.40399999999999997,61,0.013000000000000001,"1,481",0.316,30,0.006,167,0.036000000000000004,1618,1.0,"1,504",0.93,114,0.07
CT2020,Brooklyn,36047036700,3036700,1796,1.0,"1,504",0.8370000000000001,292,0.163,0,0.0,2.91,414,0.231,655,0.365,107,0.06,880,0.49,49,0.027000000000000003,33,0.018000000000000002,72,0.04,566,1.0,516,0.912,50,0.08800000000000001
CT2020,Brooklyn,36047036900,3036900,6136,1.0,"6,075",0.99,61,0.01,0,0.0,2.67,"1,220",0.19899999999999998,"1,613",0.263,672,0.11,"3,323",0.542,159,0.026000000000000002,83,0.013999999999999999,286,0.047,2470,1.0,"2,278",0.922,192,0.078
CT2020,Brooklyn,36047037000,3037000,4750,1.0,"4,396",0.925,354,0.075,354,0.075,2.71,909,0.191,507,0.107,"2,881",0.607,154,0.032,"1,080",0.22699999999999998,49,0.01,79,0.017,1735,1.0,"1,622",0.935,113,0.065
CT2020,Brooklyn,36047037100,3037100,4503,1.0,"4,503",1.0,0,0.0,0,0.0,2.71,830,0.184,698,0.155,403,0.08900000000000001,"3,021",0.6709999999999999,114,0.025,45,0.01,222,0.049,1813,1.0,"1,660",0.9159999999999999,153,0.084
CT2020,Brooklyn,36047037300,3037300,4385,1.0,"4,356",0.993,29,0.006999999999999999,0,0.0,2.34,792,0.18100000000000002,988,0.225,502,0.114,"2,522",0.575,103,0.023,42,0.01,228,0.052000000000000005,2020,1.0,"1,863",0.922,157,0.078
CT2020,Brooklyn,36047037401,3037401,4696,1.0,"4,696",1.0,0,0.0,0,0.0,2.48,986,0.21,397,0.085,"3,105",0.6609999999999999,160,0.034,786,0.16699999999999998,67,0.013999999999999999,181,0.039,2007,1.0,"1,890",0.9420000000000001,117,0.057999999999999996
CT2020,Brooklyn,36047037402,3037402,5367,1.0,"5,367",1.0,0,0.0,0,0.0,2.39,978,0.182,517,0.096,"3,214",0.599,219,0.040999999999999995,"1,146",0.214,24,0.004,247,0.046,2316,1.0,"2,243",0.968,73,0.032
CT2020,Brooklyn,36047037500,3037500,3809,1.0,"3,765",0.988,44,0.012,0,0.0,2.42,533,0.14,862,0.226,772,0.203,"1,684",0.442,224,0.059000000000000004,35,0.009000000000000001,232,0.061,1678,1.0,"1,553",0.9259999999999999,125,0.07400000000000001
CT2020,Brooklyn,36047037700,3037700,3970,1.0,"3,858",0.972,112,0.027999999999999997,0,0.0,2.47,573,0.14400000000000002,433,0.109,783,0.19699999999999998,"2,371",0.597,80,0.02,44,0.011000000000000001,259,0.065,1732,1.0,"1,560",0.9009999999999999,172,0.099
CT2020,Brooklyn,36047037900,3037900,3851,1.0,"3,851",1.0,0,0.0,0,0.0,2.48,674,0.175,493,0.128,435,0.113,"2,562",0.665,71,0.018000000000000002,52,0.013999999999999999,238,0.062,1653,1.0,"1,551",0.938,102,0.062
CT2020,Brooklyn,36047038100,3038100,5313,1.0,"5,313",1.0,0,0.0,0,0.0,2.56,"1,084",0.204,842,0.158,660,0.124,"3,428",0.645,131,0.025,40,0.008,212,0.04,2199,1.0,"2,074",0.943,125,0.057
CT2020,Brooklyn,36047038200,3038200,5882,1.0,"5,867",0.997,15,0.003,0,0.0,2.76,"1,293",0.22,"1,817",0.309,336,0.057,"1,797",0.306,"1,754",0.298,44,0.006999999999999999,134,0.023,2170,1.0,"2,125",0.9790000000000001,45,0.021
CT2020,Brooklyn,36047038300,3038300,4338,1.0,"4,310",0.9940000000000001,28,0.006,0,0.0,2.47,699,0.161,433,0.1,866,0.2,"2,548",0.5870000000000001,133,0.031,63,0.015,295,0.068,1928,1.0,"1,743",0.904,185,0.096
CT2020,Brooklyn,36047038500,3038500,3969,1.0,"3,792",0.955,177,0.045,0,0.0,2.35,600,0.151,660,0.166,793,0.2,"2,082",0.525,150,0.038,67,0.017,217,0.055,1775,1.0,"1,615",0.91,160,0.09
CT2020,Brooklyn,36047038600,3038600,3812,1.0,"3,806",0.998,6,0.002,0,0.0,3.15,827,0.217,775,0.203,"1,383",0.363,28,0.006999999999999999,"1,487",0.39,20,0.005,119,0.031,1300,1.0,"1,209",0.93,91,0.07
CT2020,Brooklyn,36047038700,3038700,4908,1.0,"4,727",0.963,181,0.037000000000000005,0,0.0,2.48,760,0.155,922,0.188,"1,012",0.20600000000000002,"2,313",0.47100000000000003,345,0.07,58,0.012,258,0.053,2104,1.0,"1,904",0.905,200,0.095
CT2020,Brooklyn,36047038800,3038800,4047,1.0,"4,046",1.0,1,0.0,0,0.0,2.89,"1,054",0.26,461,0.114,"2,714",0.6709999999999999,98,0.024,597,0.14800000000000002,51,0.013000000000000001,126,0.031,1534,1.0,"1,399",0.912,135,0.08800000000000001
CT2020,Brooklyn,36047038900,3038900,3570,1.0,"3,340",0.9359999999999999,230,0.064,0,0.0,2.42,500,0.14,"1,614",0.452,"1,041",0.292,452,0.127,284,0.08,57,0.016,122,0.034,1488,1.0,"1,379",0.927,109,0.073
CT2020,Brooklyn,36047039000,3039000,2321,1.0,"2,321",1.0,0,0.0,0,0.0,3.04,695,0.299,147,0.063,"1,960",0.8440000000000001,7,0.003,157,0.068,26,0.011000000000000001,24,0.01,878,1.0,764,0.87,114,0.13
CT2020,Brooklyn,36047039100,3039100,5776,1.0,"5,688",0.985,88,0.015,0,0.0,2.1,694,0.12,"2,376",0.41100000000000003,"2,003",0.34700000000000003,560,0.09699999999999999,502,0.087,62,0.011000000000000001,273,0.047,3008,1.0,"2,703",0.899,305,0.10099999999999999
CT2020,Brooklyn,36047039200,3039200,2908,1.0,"2,908",1.0,0,0.0,0,0.0,2.83,758,0.261,310,0.107,"2,214",0.7609999999999999,33,0.011000000000000001,253,0.087,25,0.009000000000000001,73,0.025,1105,1.0,"1,028",0.93,77,0.07
CT2020,Brooklyn,36047039300,3039300,4141,1.0,"4,117",0.9940000000000001,24,0.006,0,0.0,2.41,541,0.131,"1,746",0.42200000000000004,"1,251",0.302,655,0.158,273,0.066,56,0.013999999999999999,160,0.039,1821,1.0,"1,707",0.937,114,0.063
CT2020,Brooklyn,36047039400,3039400,2187,1.0,"2,187",1.0,0,0.0,0,0.0,3.1,637,0.29100000000000004,195,0.08900000000000001,"1,738",0.795,10,0.005,144,0.066,48,0.022000000000000002,52,0.024,782,1.0,705,0.902,77,0.098
CT2020,Brooklyn,36047039500,3039500,4030,1.0,"3,939",0.977,91,0.023,0,0.0,2.5,537,0.133,"1,617",0.401,"1,136",0.282,771,0.191,292,0.07200000000000001,77,0.019,137,0.034,1725,1.0,"1,575",0.9129999999999999,150,0.087
CT2020,Brooklyn,36047039600,3039600,1948,1.0,"1,948",1.0,0,0.0,0,0.0,2.8,501,0.257,169,0.087,"1,580",0.8109999999999999,35,0.018000000000000002,112,0.057,14,0.006999999999999999,38,0.02,785,1.0,695,0.885,90,0.115
CT2020,Brooklyn,36047039700,3039700,3868,1.0,"3,847",0.995,21,0.005,0,0.0,2.4,540,0.14,"1,193",0.308,950,0.24600000000000002,"1,326",0.34299999999999997,176,0.046,48,0.012,175,0.045,1763,1.0,"1,602",0.909,161,0.091
CT2020,Brooklyn,36047039800,3039800,2841,1.0,"2,841",1.0,0,0.0,0,0.0,2.99,613,0.21600000000000003,522,0.184,957,0.337,25,0.009000000000000001,"1,278",0.45,15,0.005,44,0.015,1013,1.0,951,0.9390000000000001,62,0.061
CT2020,Brooklyn,36047039900,3039900,4378,1.0,"3,790",0.866,588,0.134,0,0.0,2.68,725,0.166,"1,804",0.41200000000000003,837,0.191,"1,342",0.307,180,0.040999999999999995,50,0.011000000000000001,165,0.038,1532,1.0,"1,416",0.924,116,0.076
CT2020,Brooklyn,36047040000,3040000,3281,1.0,"3,269",0.996,12,0.004,0,0.0,2.89,723,0.22,621,0.18899999999999997,"1,235",0.376,49,0.015,"1,298",0.396,12,0.004,66,0.02,1202,1.0,"1,130",0.94,72,0.06
CT2020,Brooklyn,36047040100,3040100,3778,1.0,"3,557",0.9420000000000001,221,0.057999999999999996,0,0.0,2.58,668,0.177,"1,341",0.355,781,0.207,"1,209",0.32,171,0.045,94,0.025,182,0.048,1510,1.0,"1,377",0.912,133,0.08800000000000001
CT2020,Brooklyn,36047040200,3040200,3025,1.0,"3,025",1.0,0,0.0,0,0.0,3.09,576,0.19,492,0.163,735,0.243,22,0.006999999999999999,"1,710",0.565,12,0.004,54,0.018000000000000002,1050,1.0,980,0.9329999999999999,70,0.067
CT2020,Brooklyn,36047040300,3040300,3892,1.0,"3,842",0.987,50,0.013000000000000001,0,0.0,2.66,625,0.161,"1,272",0.327,727,0.187,"1,502",0.386,162,0.042,69,0.018000000000000002,160,0.040999999999999995,1612,1.0,"1,447",0.898,165,0.102
CT2020,Brooklyn,36047040400,3040400,2812,1.0,"2,812",1.0,0,0.0,0,0.0,3.02,509,0.18100000000000002,320,0.114,885,0.315,33,0.012,"1,491",0.53,14,0.005,69,0.025,1006,1.0,932,0.9259999999999999,74,0.07400000000000001
CT2020,Brooklyn,36047040500,3040500,1829,1.0,"1,812",0.991,17,0.009000000000000001,0,0.0,2.65,361,0.19699999999999998,744,0.40700000000000003,298,0.163,602,0.32899999999999996,94,0.051,24,0.013000000000000001,67,0.037000000000000005,732,1.0,683,0.9329999999999999,49,0.067
CT2020,Brooklyn,36047040600,3040600,3599,1.0,"3,599",1.0,0,0.0,0,0.0,2.94,734,0.204,448,0.124,"1,044",0.29,17,0.005,"2,009",0.5579999999999999,18,0.005,63,0.018000000000000002,1299,1.0,"1,223",0.941,76,0.059000000000000004
CT2020,Brooklyn,36047040700,3040700,6,1.0,6,1.0,0,0.0,0,0.0,0.0,3,0.5,2,0.33299999999999996,1,0.16699999999999998,0,0.0,0,0.0,0,0.0,3,0.5,1,1.0,0,0.0,1,1.0
CT2020,Brooklyn,36047040800,3040800,3933,1.0,"3,933",1.0,0,0.0,0,0.0,3.26,763,0.19399999999999998,770,0.196,924,0.235,28,0.006999999999999999,"2,120",0.539,36,0.009000000000000001,55,0.013999999999999999,1303,1.0,"1,208",0.927,95,0.073
CT2020,Brooklyn,36047040900,3040900,3800,1.0,"3,800",1.0,0,0.0,0,0.0,2.83,720,0.18899999999999997,"2,311",0.608,617,0.162,588,0.155,130,0.034,31,0.008,123,0.032,1420,1.0,"1,343",0.946,77,0.054000000000000006
CT2020,Brooklyn,36047041000,3041000,2136,1.0,"2,112",0.9890000000000001,24,0.011000000000000001,0,0.0,2.78,447,0.209,292,0.13699999999999998,"1,055",0.494,39,0.018000000000000002,701,0.32799999999999996,20,0.009000000000000001,29,0.013999999999999999,802,1.0,759,0.946,43,0.054000000000000006
CT2020,Brooklyn,36047041100,3041100,3332,1.0,"3,319",0.996,13,0.004,0,0.0,2.82,561,0.168,"1,484",0.445,571,0.171,980,0.294,131,0.039,31,0.009000000000000001,135,0.040999999999999995,1283,1.0,"1,178",0.9179999999999999,105,0.08199999999999999
CT2020,Brooklyn,36047041200,3041200,3375,1.0,"3,375",1.0,0,0.0,0,0.0,2.97,784,0.23199999999999998,543,0.161,"1,354",0.401,53,0.016,"1,351",0.4,17,0.005,57,0.017,1187,1.0,"1,137",0.958,50,0.042
CT2020,Brooklyn,36047041300,3041300,3951,1.0,"3,951",1.0,0,0.0,0,0.0,2.93,754,0.191,"1,720",0.435,672,0.17,"1,203",0.304,136,0.034,49,0.012,171,0.043,1446,1.0,"1,349",0.9329999999999999,97,0.067
CT2020,Brooklyn,36047041401,3041401,1480,1.0,"1,480",1.0,0,0.0,0,0.0,3.02,437,0.295,171,0.11599999999999999,"1,106",0.747,19,0.013000000000000001,147,0.099,3,0.002,34,0.023,524,1.0,490,0.935,34,0.065
CT2020,Brooklyn,36047041402,3041402,1855,1.0,"1,855",1.0,0,0.0,0,0.0,2.59,462,0.249,86,0.046,"1,480",0.7979999999999999,24,0.013000000000000001,137,0.07400000000000001,12,0.006,116,0.063,755,1.0,717,0.95,38,0.05
CT2020,Brooklyn,36047041500,3041500,4032,1.0,"4,032",1.0,0,0.0,0,0.0,3.06,740,0.184,"2,019",0.501,697,0.17300000000000001,965,0.239,151,0.037000000000000005,44,0.011000000000000001,156,0.039,1464,1.0,"1,316",0.899,148,0.10099999999999999
CT2020,Brooklyn,36047041600,3041600,2112,1.0,"2,112",1.0,0,0.0,0,0.0,3.0,628,0.297,134,0.063,"1,720",0.8140000000000001,74,0.035,100,0.047,42,0.02,42,0.02,751,1.0,703,0.9359999999999999,48,0.064
CT2020,Brooklyn,36047041700,3041700,3348,1.0,"3,336",0.996,12,0.004,0,0.0,2.53,637,0.19,"2,114",0.631,352,0.105,650,0.19399999999999998,152,0.045,20,0.006,60,0.018000000000000002,1401,1.0,"1,319",0.941,82,0.059000000000000004
CT2020,Brooklyn,36047041800,3041800,2645,1.0,"2,507",0.948,138,0.052000000000000005,0,0.0,2.82,734,0.278,310,0.11699999999999999,"1,921",0.726,35,0.013000000000000001,260,0.098,32,0.012,87,0.033,932,1.0,890,0.955,42,0.045
CT2020,Brooklyn,36047041900,3041900,3880,1.0,"3,880",1.0,0,0.0,0,0.0,2.91,740,0.191,"2,334",0.602,601,0.155,639,0.165,151,0.039,37,0.01,118,0.03,1413,1.0,"1,333",0.943,80,0.057
CT2020,Brooklyn,36047042000,3042000,1912,1.0,"1,912",1.0,0,0.0,0,0.0,3.56,629,0.32899999999999996,207,0.10800000000000001,"1,516",0.7929999999999999,36,0.019,45,0.024,46,0.024,62,0.032,572,1.0,537,0.9390000000000001,35,0.061
CT2020,Brooklyn,36047042100,3042100,4866,1.0,"4,700",0.966,166,0.034,0,0.0,2.73,793,0.163,"2,574",0.529,"1,238",0.254,537,0.11,351,0.07200000000000001,41,0.008,125,0.026000000000000002,1816,1.0,"1,723",0.9490000000000001,93,0.051
CT2020,Brooklyn,36047042200,3042200,3663,1.0,"3,637",0.993,26,0.006999999999999999,0,0.0,3.18,"1,055",0.28800000000000003,587,0.16,"2,408",0.657,71,0.019,417,0.114,39,0.011000000000000001,141,0.038,1231,1.0,"1,142",0.9279999999999999,89,0.07200000000000001
CT2020,Brooklyn,36047042300,3042300,4566,1.0,"4,321",0.946,245,0.054000000000000006,222,0.049,2.71,653,0.14300000000000002,"2,554",0.5589999999999999,"1,291",0.28300000000000003,251,0.055,259,0.057,31,0.006999999999999999,180,0.039,1686,1.0,"1,597",0.9470000000000001,89,0.053
CT2020,Brooklyn,36047042400,3042400,4175,1.0,"4,160",0.996,15,0.004,7,0.002,2.85,917,0.22,680,0.163,"1,588",0.38,96,0.023,"1,613",0.386,19,0.005,179,0.043,1515,1.0,"1,459",0.963,56,0.037000000000000005
CT2020,Brooklyn,36047042500,3042500,3026,1.0,"3,012",0.995,14,0.005,14,0.005,2.75,449,0.14800000000000002,"1,731",0.5720000000000001,845,0.27899999999999997,192,0.063,115,0.038,38,0.013000000000000001,105,0.035,1144,1.0,"1,095",0.9570000000000001,49,0.043
CT2020,Brooklyn,36047042600,3042600,4350,1.0,"4,350",1.0,0,0.0,0,0.0,2.91,863,0.198,769,0.177,"1,531",0.35200000000000004,26,0.006,"1,862",0.428,16,0.004,146,0.034,1653,1.0,"1,493",0.903,160,0.09699999999999999
CT2020,Brooklyn,36047042700,3042700,4920,1.0,"4,920",1.0,0,0.0,0,0.0,2.7,753,0.153,"2,658",0.54,"1,523",0.31,240,0.049,268,0.054000000000000006,81,0.016,150,0.03,1925,1.0,"1,822",0.946,103,0.054000000000000006
CT2020,Brooklyn,36047042800,3042800,4290,1.0,"4,133",0.963,157,0.037000000000000005,0,0.0,2.7,807,0.188,349,0.081,"2,275",0.53,89,0.021,"1,355",0.316,25,0.006,197,0.046,1581,1.0,"1,532",0.9690000000000001,49,0.031
CT2020,Brooklyn,36047042900,3042900,5556,1.0,"5,556",1.0,0,0.0,0,0.0,2.83,"1,039",0.187,"3,282",0.591,"1,498",0.27,170,0.031,361,0.065,68,0.012,177,0.032,2062,1.0,"1,965",0.953,97,0.047
CT2020,Brooklyn,36047043000,3043000,3842,1.0,"3,842",1.0,0,0.0,0,0.0,2.82,835,0.217,552,0.14400000000000002,"1,583",0.41200000000000003,41,0.011000000000000001,"1,483",0.386,19,0.005,164,0.043,1402,1.0,"1,361",0.971,41,0.028999999999999998
CT2020,Brooklyn,36047043100,3043100,4884,1.0,"4,866",0.996,18,0.004,0,0.0,2.74,846,0.17300000000000001,"2,750",0.563,"1,449",0.297,165,0.034,290,0.059000000000000004,60,0.012,170,0.035,1864,1.0,"1,779",0.9540000000000001,85,0.046
CT2020,Brooklyn,36047043200,3043200,4514,1.0,"4,507",0.998,7,0.002,0,0.0,2.89,942,0.209,"1,010",0.22399999999999998,"1,391",0.308,53,0.012,"1,897",0.42,29,0.006,134,0.03,1629,1.0,"1,557",0.956,72,0.044000000000000004
CT2020,Brooklyn,36047043300,3043300,3843,1.0,"3,814",0.992,29,0.008,0,0.0,2.77,705,0.183,"2,487",0.647,584,0.152,399,0.10400000000000001,246,0.064,47,0.012,80,0.021,1455,1.0,"1,377",0.946,78,0.054000000000000006
CT2020,Brooklyn,36047043400,3043400,3866,1.0,"3,866",1.0,0,0.0,0,0.0,2.84,787,0.204,522,0.135,"1,616",0.418,44,0.011000000000000001,"1,528",0.395,22,0.006,134,0.035,1428,1.0,"1,363",0.9540000000000001,65,0.046
CT2020,Brooklyn,36047043500,3043500,4709,1.0,"4,693",0.997,16,0.003,0,0.0,3.05,914,0.19399999999999998,"2,801",0.595,812,0.172,632,0.134,256,0.054000000000000006,63,0.013000000000000001,145,0.031,1635,1.0,"1,539",0.941,96,0.059000000000000004
CT2020,Brooklyn,36047043600,3043600,4694,1.0,"4,677",0.996,17,0.004,0,0.0,2.85,"1,033",0.22,955,0.203,"1,948",0.415,42,0.009000000000000001,"1,504",0.32,20,0.004,225,0.048,1696,1.0,"1,640",0.9670000000000001,56,0.033
CT2020,Brooklyn,36047043700,3043700,5282,1.0,"5,226",0.9890000000000001,56,0.011000000000000001,0,0.0,2.91,902,0.171,"2,791",0.528,"1,149",0.218,883,0.16699999999999998,183,0.035,95,0.018000000000000002,181,0.034,1952,1.0,"1,798",0.9209999999999999,154,0.079
CT2020,Brooklyn,36047043800,3043800,2905,1.0,"2,905",1.0,0,0.0,0,0.0,2.92,828,0.285,255,0.08800000000000001,"1,910",0.657,75,0.026000000000000002,467,0.161,23,0.008,175,0.06,1026,1.0,994,0.9690000000000001,32,0.031
CT2020,Brooklyn,36047043900,3043900,4097,1.0,"4,042",0.987,55,0.013000000000000001,0,0.0,3.02,738,0.18,"2,530",0.618,654,0.16,418,0.102,333,0.081,43,0.01,119,0.028999999999999998,1441,1.0,"1,339",0.929,102,0.071
CT2020,Brooklyn,36047044000,3044000,2878,1.0,"2,869",0.997,9,0.003,0,0.0,3.2,894,0.311,380,0.132,"2,100",0.73,29,0.01,266,0.092,36,0.013000000000000001,67,0.023,974,1.0,896,0.92,78,0.08
CT2020,Brooklyn,36047044100,3044100,5526,1.0,"5,522",0.9990000000000001,4,0.001,4,0.001,2.87,"1,031",0.187,"3,607",0.653,"1,015",0.184,190,0.034,504,0.091,84,0.015,126,0.023,2025,1.0,"1,924",0.95,101,0.05
CT2020,Brooklyn,36047044200,3044200,2631,1.0,"2,601",0.9890000000000001,30,0.011000000000000001,0,0.0,3.1,830,0.315,178,0.068,"2,316",0.88,20,0.008,52,0.02,23,0.009000000000000001,42,0.016,913,1.0,839,0.919,74,0.081
CT2020,Brooklyn,36047044300,3044300,5195,1.0,"5,195",1.0,0,0.0,0,0.0,2.73,905,0.174,"2,931",0.564,"1,385",0.267,174,0.033,502,0.09699999999999999,72,0.013999999999999999,131,0.025,2070,1.0,"1,904",0.92,166,0.08
CT2020,Brooklyn,36047044400,3044400,3260,1.0,"3,257",0.9990000000000001,3,0.001,0,0.0,2.81,966,0.29600000000000004,304,0.09300000000000001,"2,531",0.7759999999999999,64,0.02,252,0.077,45,0.013999999999999999,64,0.02,1256,1.0,"1,158",0.922,98,0.078
CT2020,Brooklyn,36047044500,3044500,4207,1.0,"4,207",1.0,0,0.0,0,0.0,2.64,746,0.177,"2,160",0.513,"1,100",0.261,111,0.026000000000000002,624,0.14800000000000002,78,0.019,134,0.032,1689,1.0,"1,593",0.943,96,0.057
CT2020,Brooklyn,36047044600,3044600,2026,1.0,"1,999",0.987,27,0.013000000000000001,0,0.0,2.94,434,0.214,427,0.21100000000000002,802,0.396,25,0.012,723,0.35700000000000004,3,0.001,46,0.023,728,1.0,680,0.934,48,0.066
CT2020,Brooklyn,36047044700,3044700,2459,1.0,"2,087",0.8490000000000001,372,0.151,0,0.0,2.44,528,0.215,"1,080",0.439,805,0.327,357,0.145,125,0.051,34,0.013999999999999999,58,0.024,909,1.0,854,0.9390000000000001,55,0.061
CT2020,Brooklyn,36047044800,3044800,1965,1.0,"1,965",1.0,0,0.0,0,0.0,2.54,515,0.262,156,0.079,"1,454",0.74,42,0.021,207,0.105,40,0.02,66,0.034,841,1.0,774,0.92,67,0.08
CT2020,Brooklyn,36047044901,3044901,2694,1.0,"2,645",0.982,49,0.018000000000000002,0,0.0,2.43,597,0.222,"1,113",0.413,518,0.192,865,0.321,77,0.028999999999999998,30,0.011000000000000001,91,0.034,1134,1.0,"1,088",0.9590000000000001,46,0.040999999999999995
CT2020,Brooklyn,36047044902,3044902,44,1.0,44,1.0,0,0.0,0,0.0,2.93,6,0.136,16,0.364,20,0.455,2,0.045,0,0.0,0,0.0,6,0.136,22,1.0,15,0.682,7,0.318
CT2020,Brooklyn,36047045000,3045000,645,1.0,641,0.9940000000000001,4,0.006,0,0.0,3.62,243,0.377,51,0.079,561,0.87,8,0.012,13,0.02,8,0.012,4,0.006,186,1.0,177,0.9520000000000001,9,0.048
CT2020,Brooklyn,36047045200,3045200,2618,1.0,"2,613",0.998,5,0.002,0,0.0,3.03,853,0.326,76,0.028999999999999998,"2,327",0.889,54,0.021,79,0.03,28,0.011000000000000001,54,0.021,942,1.0,863,0.9159999999999999,79,0.084
CT2020,Brooklyn,36047045300,3045300,1886,1.0,"1,721",0.9129999999999999,165,0.087,0,0.0,2.34,200,0.106,694,0.368,827,0.43799999999999994,180,0.095,74,0.039,32,0.017,79,0.042,786,1.0,734,0.934,52,0.066
CT2020,Brooklyn,36047045400,3045400,2036,1.0,"2,017",0.991,19,0.009000000000000001,0,0.0,3.5,666,0.327,178,0.087,"1,587",0.779,24,0.012,149,0.073,44,0.022000000000000002,54,0.027000000000000003,630,1.0,576,0.914,54,0.086
CT2020,Brooklyn,36047045600,3045600,2767,1.0,"2,577",0.9309999999999999,190,0.069,0,0.0,3.04,717,0.259,220,0.08,"1,481",0.535,140,0.051,738,0.267,15,0.005,173,0.063,891,1.0,848,0.9520000000000001,43,0.048
CT2020,Brooklyn,36047045800,3045800,1558,1.0,"1,558",1.0,0,0.0,0,0.0,2.9,435,0.27899999999999997,28,0.018000000000000002,"1,421",0.912,5,0.003,49,0.031,29,0.019,26,0.017,556,1.0,537,0.966,19,0.034
CT2020,Brooklyn,36047046000,3046000,3828,1.0,"3,816",0.997,12,0.003,0,0.0,3.0,953,0.249,413,0.10800000000000001,"1,586",0.414,180,0.047,"1,402",0.366,66,0.017,181,0.047,1318,1.0,"1,272",0.965,46,0.035
CT2020,Brooklyn,36047046201,3046201,2700,1.0,"2,691",0.997,9,0.003,0,0.0,2.51,716,0.265,238,0.08800000000000001,"1,693",0.627,70,0.026000000000000002,503,0.18600000000000003,38,0.013999999999999999,158,0.059000000000000004,1134,1.0,"1,073",0.946,61,0.054000000000000006
CT2020,Brooklyn,36047046202,3046202,1891,1.0,"1,891",1.0,0,0.0,0,0.0,3.41,677,0.358,227,0.12,"1,349",0.713,37,0.02,134,0.071,37,0.02,107,0.057,603,1.0,555,0.92,48,0.08
CT2020,Brooklyn,36047046400,3046400,2732,1.0,"2,730",0.9990000000000001,2,0.001,0,0.0,4.21,"1,195",0.43700000000000006,171,0.063,"2,263",0.828,31,0.011000000000000001,108,0.04,97,0.036000000000000004,62,0.023,691,1.0,649,0.9390000000000001,42,0.061
CT2020,Brooklyn,36047046800,3046800,2138,1.0,"2,131",0.997,7,0.003,0,0.0,4.43,"1,031",0.48200000000000004,58,0.027000000000000003,"1,908",0.892,9,0.004,52,0.024,80,0.037000000000000005,31,0.013999999999999999,527,1.0,481,0.9129999999999999,46,0.087
CT2020,Brooklyn,36047047000,3047000,2823,1.0,"2,820",0.9990000000000001,3,0.001,0,0.0,3.78,"1,185",0.42,60,0.021,"2,420",0.857,13,0.005,68,0.024,180,0.064,82,0.028999999999999998,811,1.0,746,0.92,65,0.08
CT2020,Brooklyn,36047047200,3047200,3099,1.0,"3,015",0.973,84,0.027000000000000003,84,0.027000000000000003,4.22,"1,361",0.439,58,0.019,"2,805",0.905,16,0.005,20,0.006,150,0.048,50,0.016,782,1.0,715,0.914,67,0.086
CT2020,Brooklyn,36047047400,3047400,3232,1.0,"3,232",1.0,0,0.0,0,0.0,3.83,"1,389",0.43,60,0.019,"2,771",0.857,12,0.004,137,0.042,131,0.040999999999999995,121,0.037000000000000005,900,1.0,843,0.937,57,0.063
CT2020,Brooklyn,36047047600,3047600,4054,1.0,"4,050",0.9990000000000001,4,0.001,0,0.0,3.81,"1,774",0.43799999999999994,173,0.043,"3,533",0.871,20,0.005,113,0.027999999999999997,120,0.03,95,0.023,1138,1.0,"1,063",0.934,75,0.066
