borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude
MANHATTAN,1005718,199,CHRYSTIE STREET,123178499,10002,2019-01-24,PARTNERSHIP,N,40.722048,-73.99184
MANHATTAN,1012975,441,WEST 37TH STREET,122865319,10018,2019-03-12,CORPORATION,N,40.756017,-73.996618
MANHATTAN,1088859,460,MAIN STREET,121203919,10044,2018-11-19,PARTNERSHIP,N,40.759347,-73.951807
MANHATTAN,1801609,14,CLINTON STREET,121188721,10002,2019-10-23,CORPORATION,N,40.720894,-73.984116
MANHATTAN,1087655,13,EAST 128 STREET,122523796,10035,2018-11-23,CORPORATION,N,40.808061,-73.940191
MANHATTAN,1059722,1440,AMSTERDAM AVENUE,122166066,10027,2019-01-07,PARTNERSHIP,N,40.81671,-73.953847
MANHATTAN,1059635,1471,AMSTERDAM AVENUE,122529488,10027,2019-01-08,PARTNERSHIP,N,40.817336,-73.953366
MANHATTAN,1090651,219,HUDSON STREET,121187884,10013,2018-12-03,CORPORATION,N,40.724016,-74.007879
MANHATTAN,1033615,212,WEST 93 STREET,121203884,10025,2019-06-19,CORPORATION,Y,40.792373,-73.972376
MANHATTAN,1011870,145,PERRY STREET,122864613,10014,2019-01-09,CORPORATION,N,40.734871,-74.008065
MANHATTAN,1003074,185,GRAND STREET,121203893,10013,2019-04-08,PARTNERSHIP,N,40.719402,-73.997554
MANHATTAN,1054682,201,EAST 125 STREET,121204464,10035,2019-03-29,PARTNERSHIP,N,40.803565,-73.935474
MANHATTAN,1810014,108,W 123 STREET,122471501,10027,2019-06-19,CORPORATION,N,40.80673,-73.947066
MANHATTAN,1090547,407,EAST 117TH STREET,121204605,10035,2019-05-02,PARTNERSHIP,N,40.796505,-73.934473
MANHATTAN,1012322,555,WEST 22ND STREET,121204366,10011,2019-06-19,CORPORATION,N,40.74756,-74.005919
MANHATTAN,1057739,110,WEST 123RD STREET,123133199,10027,2019-06-18,CORPORATION,N,40.806744,-73.947102
MANHATTAN,1811235,509,EAST 118 STREET,123238969,10035,2019-04-08,CORPORATION,N,40.796262,-73.931953
MANHATTAN,1012291,532,WEST 20TH STREET,121190601,10011,2019-04-02,PARTNERSHIP,N,40.746303,-74.006709
MANHATTAN,1032071,468,COLUMBUS AVENUE,121190255,10024,2019-01-24,PARTNERSHIP,N,40.784197,-73.973856
